country,year,eu_sanctions_any,us_sanctions_any,un_sanctions_any,multilateral_sanctions_any,eu_economic_sanctions,us_economic_sanctions,un_economic_sanctions,sanctions_intensity_score
Guyana,1997,0,0,0,0,0,0,0,0.0
Guyana,1998,0,0,0,0,0,0,0,0.0
Guyana,1999,0,0,0,0,0,0,0,0.0
Guyana,2000,0,0,0,0,0,0,0,0.0
Guyana,2001,0,0,0,0,0,0,0,0.0
Guyana,2002,0,0,0,0,0,0,0,0.0
Guyana,2003,0,0,0,0,0,0,0,0.0
Guyana,2004,0,0,0,0,0,0,0,0.0
Guyana,2005,0,0,0,0,0,0,0,0.0
Guyana,2006,0,0,0,0,0,0,0,0.0
Guyana,2007,0,0,0,0,0,0,0,0.0
Guyana,2008,0,0,0,0,0,0,0,0.0
Guyana,2009,0,0,0,0,0,0,0,0.0
Guyana,2010,0,0,0,0,0,0,0,0.0
Guyana,2011,0,0,0,0,0,0,0,0.0
Guyana,2012,0,0,0,0,0,0,0,0.0
Guyana,2013,0,0,0,0,0,0,0,0.0
Guyana,2014,0,0,0,0,0,0,0,0.0
Guyana,2015,0,0,0,0,0,0,0,0.0
Haiti,1989,0,1,0,0,0,0,0,12.0
Haiti,1990,0,1,0,0,0,0,0,12.0
Haiti,1991,1,1,1,1,0,1,1,58.0
Haiti,1992,1,1,1,1,0,1,1,58.0
Haiti,1993,1,1,1,1,0,1,1,58.0
Haiti,1994,1,1,1,1,0,1,1,58.0
Haiti,1995,0,1,0,0,0,0,0,12.0
Haiti,1996,0,1,0,0,0,0,0,12.0
Haiti,1997,0,1,0,0,0,0,0,12.0
Haiti,1998,0,1,0,0,0,0,0,12.0
Haiti,1999,0,1,0,0,0,0,0,12.0
Haiti,2000,1,1,0,1,0,0,0,22.0
Haiti,2001,1,1,0,1,0,0,0,22.0
Haiti,2002,1,1,0,1,0,0,0,22.0
Haiti,2003,1,1,0,1,0,0,0,22.0
Haiti,2004,1,1,0,1,0,0,0,22.0
Haiti,2005,1,1,0,1,0,0,0,22.0
Haiti,2006,0,1,0,0,0,0,0,12.0
Haiti,2007,0,0,0,0,0,0,0,0.0
Haiti,2008,0,0,0,0,0,0,0,0.0
Haiti,2009,0,0,0,0,0,0,0,0.0
Haiti,2010,0,0,0,0,0,0,0,0.0
Haiti,2011,0,0,0,0,0,0,0,0.0
Haiti,2012,0,0,0,0,0,0,0,0.0
Haiti,2013,0,0,0,0,0,0,0,0.0
Haiti,2014,0,0,0,0,0,0,0,0.0
Haiti,2015,0,0,0,0,0,0,0,0.0
Honduras,1989,0,0,0,0,0,0,0,0.0
Honduras,1990,0,0,0,0,0,0,0,0.0
Honduras,1991,0,0,0,0,0,0,0,0.0
Honduras,1992,0,0,0,0,0,0,0,0.0
Honduras,1993,0,0,0,0,0,0,0,0.0
Honduras,1994,0,0,0,0,0,0,0,0.0
Honduras,1995,0,0,0,0,0,0,0,0.0
Honduras,1996,0,0,0,0,0,0,0,0.0
Honduras,1997,0,0,0,0,0,0,0,0.0
Honduras,1998,0,0,0,0,0,0,0,0.0
Honduras,1999,0,0,0,0,0,0,0,0.0
Honduras,2000,0,0,0,0,0,0,0,0.0
Honduras,2001,0,0,0,0,0,0,0,0.0
Honduras,2002,0,1,0,0,0,0,0,12.0
Honduras,2003,0,1,0,0,0,0,0,12.0
Honduras,2004,0,0,0,0,0,0,0,0.0
Honduras,2005,0,0,0,0,0,0,0,0.0
Honduras,2006,0,0,0,0,0,0,0,0.0
Honduras,2007,0,0,0,0,0,0,0,0.0
Honduras,2008,0,0,0,0,0,0,0,0.0
Honduras,2009,1,1,1,1,0,0,0,30.0
Honduras,2010,1,1,1,1,0,0,0,30.0
Honduras,2011,0,0,0,0,0,0,0,0.0
Honduras,2012,0,0,0,0,0,0,0,0.0
Honduras,2013,0,0,0,0,0,0,0,0.0
Honduras,2014,0,0,0,0,0,0,0,0.0
Honduras,2015,0,0,0,0,0,0,0,0.0
Jamaica,1989,0,0,0,0,0,0,0,0.0
Jamaica,1990,0,0,0,0,0,0,0,0.0
Jamaica,1991,0,0,0,0,0,0,0,0.0
Jamaica,1992,0,0,0,0,0,0,0,0.0
Jamaica,1993,0,0,0,0,0,0,0,0.0
Jamaica,1994,0,0,0,0,0,0,0,0.0
Jamaica,1995,0,0,0,0,0,0,0,0.0
Jamaica,1996,0,0,0,0,0,0,0,0.0
Jamaica,1997,0,0,0,0,0,0,0,0.0
Jamaica,1998,0,0,0,0,0,0,0,0.0
Jamaica,1999,0,0,0,0,0,0,0,0.0
Jamaica,2000,0,0,0,0,0,0,0,0.0
Jamaica,2001,0,0,0,0,0,0,0,0.0
Jamaica,2002,0,0,0,0,0,0,0,0.0
Jamaica,2003,0,0,0,0,0,0,0,0.0
Jamaica,2004,0,0,0,0,0,0,0,0.0
Jamaica,2005,0,0,0,0,0,0,0,0.0
Jamaica,2006,0,0,0,0,0,0,0,0.0
Jamaica,2007,0,0,0,0,0,0,0,0.0
Jamaica,2008,0,0,0,0,0,0,0,0.0
Jamaica,2009,0,0,0,0,0,0,0,0.0
Jamaica,2010,0,0,0,0,0,0,0,0.0
Jamaica,2011,0,0,0,0,0,0,0,0.0
Jamaica,2012,0,0,0,0,0,0,0,0.0
Jamaica,2013,0,0,0,0,0,0,0,0.0
Jamaica,2014,0,0,0,0,0,0,0,0.0
Jamaica,2015,0,0,0,0,0,0,0,0.0
Mexico,1989,0,0,0,0,0,0,0,0.0
Mexico,1990,0,0,0,0,0,0,0,0.0
Mexico,1991,0,0,0,0,0,0,0,0.0
Mexico,1992,0,0,0,0,0,0,0,0.0
Mexico,1993,0,0,0,0,0,0,0,0.0
Mexico,1994,0,0,0,0,0,0,0,0.0
Mexico,1995,0,0,0,0,0,0,0,0.0
Mexico,1996,0,0,0,0,0,0,0,0.0
Mexico,1997,0,0,0,0,0,0,0,0.0
Mexico,1998,0,0,0,0,0,0,0,0.0
Mexico,1999,0,0,0,0,0,0,0,0.0
Mexico,2000,0,0,0,0,0,0,0,0.0
Mexico,2001,0,0,0,0,0,0,0,0.0
Mexico,2002,0,0,0,0,0,0,0,0.0
Mexico,2003,0,0,0,0,0,0,0,0.0
Mexico,2004,0,0,0,0,0,0,0,0.0
Mexico,2005,0,1,0,0,0,0,0,12.0
Mexico,2006,0,1,0,0,0,0,0,12.0
Mexico,2007,0,1,0,0,0,0,0,12.0
Mexico,2008,0,1,0,0,0,0,0,12.0
Mexico,2009,0,1,0,0,0,0,0,12.0
Mexico,2010,0,0,0,0,0,0,0,0.0
Mexico,2011,0,0,0,0,0,0,0,0.0
Mexico,2012,0,0,0,0,0,0,0,0.0
Mexico,2013,0,0,0,0,0,0,0,0.0
Mexico,2014,0,0,0,0,0,0,0,0.0
Mexico,2015,0,0,0,0,0,0,0,0.0
Nicaragua,1989,0,0,0,0,0,0,0,0.0
Nicaragua,1990,0,0,0,0,0,0,0,0.0
Nicaragua,1991,0,0,0,0,0,0,0,0.0
Nicaragua,1992,0,1,0,0,0,0,0,12.0
Nicaragua,1993,0,1,0,0,0,0,0,12.0
Nicaragua,1994,0,1,0,0,0,0,0,12.0
Nicaragua,1995,0,1,0,0,0,0,0,12.0
Nicaragua,1996,0,0,0,0,0,0,0,0.0
Nicaragua,1997,0,0,0,0,0,0,0,0.0
Nicaragua,1998,0,0,0,0,0,0,0,0.0
Nicaragua,1999,0,0,0,0,0,0,0,0.0
Nicaragua,2000,0,0,0,0,0,0,0,0.0
Nicaragua,2001,0,0,0,0,0,0,0,0.0
Nicaragua,2002,0,0,0,0,0,0,0,0.0
Nicaragua,2003,0,0,0,0,0,0,0,0.0
Nicaragua,2004,0,0,0,0,0,0,0,0.0
Nicaragua,2005,0,0,0,0,0,0,0,0.0
Nicaragua,2006,0,0,0,0,0,0,0,0.0
Nicaragua,2007,0,0,0,0,0,0,0,0.0
Nicaragua,2008,0,0,0,0,0,0,0,0.0
Nicaragua,2009,0,0,0,0,0,0,0,0.0
Nicaragua,2010,0,0,0,0,0,0,0,0.0
Nicaragua,2011,0,0,0,0,0,0,0,0.0
Nicaragua,2012,0,0,0,0,0,0,0,0.0
Nicaragua,2013,0,0,0,0,0,0,0,0.0
Nicaragua,2014,0,0,0,0,0,0,0,0.0
Nicaragua,2015,0,0,0,0,0,0,0,0.0
Panama,1989,0,1,0,0,0,0,0,12.0
Panama,1990,0,1,0,0,0,0,0,12.0
Panama,1991,0,0,0,0,0,0,0,0.0
Panama,1992,0,0,0,0,0,0,0,0.0
Panama,1993,0,0,0,0,0,0,0,0.0
Panama,1994,0,1,0,0,0,0,0,12.0
Panama,1995,0,1,0,0,0,0,0,12.0
Panama,1996,0,0,0,0,0,0,0,0.0
Panama,1997,0,0,0,0,0,0,0,0.0
Panama,1998,0,0,0,0,0,0,0,0.0
Panama,1999,0,0,0,0,0,0,0,0.0
Panama,2000,0,0,0,0,0,0,0,0.0
Panama,2001,0,0,0,0,0,0,0,0.0
Panama,2002,0,1,0,0,0,0,0,12.0
Panama,2003,0,1,0,0,0,0,0,12.0
Panama,2004,0,0,0,0,0,0,0,0.0
Panama,2005,0,0,0,0,0,0,0,0.0
Panama,2006,0,0,0,0,0,0,0,0.0
Panama,2007,0,0,0,0,0,0,0,0.0
Panama,2008,0,0,0,0,0,0,0,0.0
Panama,2009,0,0,0,0,0,0,0,0.0
Panama,2010,0,0,0,0,0,0,0,0.0
Panama,2011,0,0,0,0,0,0,0,0.0
Panama,2012,0,0,0,0,0,0,0,0.0
Panama,2013,0,0,0,0,0,0,0,0.0
Panama,2014,0,0,0,0,0,0,0,0.0
Panama,2015,0,0,0,0,0,0,0,0.0
Paraguay,1989,0,0,0,0,0,0,0,0.0
Paraguay,1990,0,0,0,0,0,0,0,0.0
Paraguay,1991,0,0,0,0,0,0,0,0.0
Paraguay,1992,0,0,0,0,0,0,0,0.0
Paraguay,1993,0,0,0,0,0,0,0,0.0
Paraguay,1994,0,0,0,0,0,0,0,0.0
Paraguay,1995,0,1,0,0,0,0,0,12.0
Paraguay,1996,0,1,0,0,0,0,0,12.0
Paraguay,1997,0,1,0,0,0,0,0,12.0
Paraguay,1998,0,1,0,0,0,0,0,12.0
Paraguay,1999,0,1,0,0,0,0,0,12.0
Paraguay,2000,0,1,0,0,0,0,0,12.0
Paraguay,2001,0,1,0,0,0,0,0,12.0
Paraguay,2002,0,1,0,0,0,0,0,12.0
Paraguay,2003,0,1,0,0,0,0,0,12.0
Paraguay,2004,0,1,0,0,0,0,0,12.0
Paraguay,2005,0,1,0,0,0,0,0,12.0
Paraguay,2006,0,1,0,0,0,0,0,12.0
Paraguay,2007,0,1,0,0,0,0,0,12.0
Paraguay,2008,0,1,0,0,0,0,0,12.0
Paraguay,2009,0,1,0,0,0,0,0,12.0
Paraguay,2010,0,0,0,0,0,0,0,0.0
Paraguay,2011,0,0,0,0,0,0,0,0.0
Paraguay,2012,0,0,0,0,0,0,0,0.0
Paraguay,2013,0,0,0,0,0,0,0,0.0
Paraguay,2014,0,0,0,0,0,0,0,0.0
Paraguay,2015,0,0,0,0,0,0,0,0.0
Peru,1989,0,0,0,0,0,0,0,0.0
Peru,1990,0,0,0,0,0,0,0,0.0
Peru,1991,0,1,0,0,0,0,0,12.0
Peru,1992,1,1,0,1,0,0,0,22.0
Peru,1993,1,1,0,1,0,0,0,22.0
Peru,1994,1,1,0,1,0,0,0,22.0
Peru,1995,0,1,0,0,0,0,0,12.0
Peru,1996,0,1,0,0,0,0,0,12.0
Peru,1997,0,1,0,0,0,0,0,12.0
Peru,1998,0,1,0,0,0,0,0,12.0
Peru,1999,0,0,0,0,0,0,0,0.0
Peru,2000,0,1,0,0,0,0,0,12.0
Peru,2001,0,1,0,0,0,0,0,12.0
Peru,2002,0,1,0,0,0,0,0,12.0
Peru,2003,0,1,0,0,0,0,0,12.0
Peru,2004,0,1,0,0,0,0,0,12.0
Peru,2005,0,1,0,0,0,0,0,12.0
Peru,2006,0,1,0,0,0,0,0,12.0
Peru,2007,0,1,0,0,0,0,0,12.0
Peru,2008,0,1,0,0,0,0,0,12.0
Peru,2009,0,1,0,0,0,0,0,12.0
Peru,2010,0,0,0,0,0,0,0,0.0
Peru,2011,0,0,0,0,0,0,0,0.0
Peru,2012,0,0,0,0,0,0,0,0.0
Peru,2013,0,0,0,0,0,0,0,0.0
Peru,2014,0,0,0,0,0,0,0,0.0
Peru,2015,0,0,0,0,0,0,0,0.0
Suriname,1989,0,0,0,0,0,0,0,0.0
Suriname,1990,0,0,0,0,0,0,0,0.0
Suriname,1991,0,0,0,0,0,0,0,0.0
Suriname,1992,0,0,0,0,0,0,0,0.0
Suriname,1993,0,0,0,0,0,0,0,0.0
Suriname,1994,0,0,0,0,0,0,0,0.0
Suriname,1995,0,0,0,0,0,0,0,0.0
Suriname,1996,0,0,0,0,0,0,0,0.0
Suriname,1997,0,0,0,0,0,0,0,0.0
Suriname,1998,0,0,0,0,0,0,0,0.0
Suriname,1999,0,0,0,0,0,0,0,0.0
Suriname,2000,0,0,0,0,0,0,0,0.0
Suriname,2001,0,0,0,0,0,0,0,0.0
Suriname,2002,0,0,0,0,0,0,0,0.0
Suriname,2003,0,0,0,0,0,0,0,0.0
Suriname,2004,0,0,0,0,0,0,0,0.0
Suriname,2005,0,0,0,0,0,0,0,0.0
Suriname,2006,0,0,0,0,0,0,0,0.0
Suriname,2007,0,0,0,0,0,0,0,0.0
Suriname,2008,0,0,0,0,0,0,0,0.0
Suriname,2009,0,0,0,0,0,0,0,0.0
Suriname,2010,0,0,0,0,0,0,0,0.0
Suriname,2011,0,0,0,0,0,0,0,0.0
Suriname,2012,0,0,0,0,0,0,0,0.0
Suriname,2013,0,0,0,0,0,0,0,0.0
Suriname,2014,0,0,0,0,0,0,0,0.0
Suriname,2015,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1989,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1990,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1991,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1992,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1993,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1994,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1995,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1996,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1997,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1998,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,1999,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,2000,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2001,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2002,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2003,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2004,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2005,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2006,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2007,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2008,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2009,0,1,0,0,0,0,0,12.0
Trinidad and Tobago,2010,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,2011,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,2012,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,2013,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,2014,0,0,0,0,0,0,0,0.0
Trinidad and Tobago,2015,0,0,0,0,0,0,0,0.0
Uruguay,1989,0,0,0,0,0,0,0,0.0
Uruguay,1990,0,0,0,0,0,0,0,0.0
Uruguay,1991,0,0,0,0,0,0,0,0.0
Uruguay,1992,0,0,0,0,0,0,0,0.0
Uruguay,1993,0,0,0,0,0,0,0,0.0
Uruguay,1994,0,0,0,0,0,0,0,0.0
Uruguay,1995,0,0,0,0,0,0,0,0.0
Uruguay,1996,0,0,0,0,0,0,0,0.0
Uruguay,1997,0,0,0,0,0,0,0,0.0
Uruguay,1998,0,0,0,0,0,0,0,0.0
Uruguay,1999,0,0,0,0,0,0,0,0.0
Uruguay,2000,0,0,0,0,0,0,0,0.0
Uruguay,2001,0,0,0,0,0,0,0,0.0
Uruguay,2002,0,1,0,0,0,0,0,12.0
Uruguay,2003,0,1,0,0,0,0,0,12.0
Uruguay,2004,0,1,0,0,0,0,0,12.0
Uruguay,2005,0,1,0,0,0,0,0,12.0
Uruguay,2006,0,1,0,0,0,0,0,12.0
Uruguay,2007,0,1,0,0,0,0,0,12.0
Uruguay,2008,0,1,0,0,0,0,0,12.0
Uruguay,2009,0,1,0,0,0,0,0,12.0
Uruguay,2010,0,0,0,0,0,0,0,0.0
Uruguay,2011,0,0,0,0,0,0,0,0.0
Uruguay,2012,0,0,0,0,0,0,0,0.0
Uruguay,2013,0,0,0,0,0,0,0,0.0
Uruguay,2014,0,0,0,0,0,0,0,0.0
Uruguay,2015,0,0,0,0,0,0,0,0.0
Venezuela,1989,0,0,0,0,0,0,0,0.0
Venezuela,1990,0,0,0,0,0,0,0,0.0
Venezuela,1991,0,0,0,0,0,0,0,0.0
Venezuela,1992,0,0,0,0,0,0,0,0.0
Venezuela,1993,0,0,0,0,0,0,0,0.0
Venezuela,1994,0,0,0,0,0,0,0,0.0
Venezuela,1995,0,0,0,0,0,0,0,0.0
Venezuela,1996,0,0,0,0,0,0,0,0.0
Venezuela,1997,0,0,0,0,0,0,0,0.0
Venezuela,1998,0,0,0,0,0,0,0,0.0
Venezuela,1999,0,0,0,0,0,0,0,0.0
Venezuela,2000,0,1,0,0,0,0,0,12.0
Venezuela,2001,0,1,0,0,0,0,0,12.0
Venezuela,2002,0,1,0,0,0,0,0,12.0
Venezuela,2003,0,1,0,0,0,0,0,12.0
Venezuela,2004,0,1,0,0,0,0,0,12.0
Venezuela,2005,0,1,0,0,0,0,0,12.0
Venezuela,2006,0,1,0,0,0,0,0,12.0
Venezuela,2007,0,1,0,0,0,0,0,12.0
Venezuela,2008,0,1,0,0,0,0,0,12.0
Venezuela,2009,0,1,0,0,0,0,0,12.0
Venezuela,2010,0,1,0,0,0,0,0,12.0
Venezuela,2011,0,1,0,0,0,0,0,12.0
Venezuela,2012,0,1,0,0,0,0,0,12.0
Venezuela,2013,0,1,0,0,0,0,0,12.0
Venezuela,2014,0,1,0,0,0,0,0,12.0
Venezuela,2015,0,1,0,0,0,0,0,12.0
