country,year,economic,military,total
Argentina,1946,10761.72,0.0,10761.72
Argentina,1947,9703.19,0.0,9703.19
Argentina,1948,8862.1,0.0,8862.1
Argentina,1955,17571875.0,0.0,17571875.0
Argentina,1956,119162913.91,0.0,119162913.91
Argentina,1958,697210.17,0.0,697210.17
Argentina,1959,173015384.62,0.0,173015384.62
Argentina,1960,5416496.09,1861920.53,7278416.62
Argentina,1961,46106595.37,26093660.13,72200255.5
Argentina,1962,178612941.18,192538135.29,371151076.47
Argentina,1963,848026860.47,9526408.14,857553268.6
Argentina,1964,61975660.16,65061531.57,127037191.73
Argentina,1965,33636455.98,104958435.67,138594891.65
Argentina,1966,41628839.78,170448352.49,212077192.27
Argentina,1967,9648042.9,95594015.01,105242057.91
Argentina,1968,16315440.41,66619439.38,82934879.79
Argentina,1969,10588404.36,65018375.62,75606779.98
Argentina,1970,5289746.0,3126239.89,8415985.89
Argentina,1971,2517009.85,82452208.59,84969218.44
Argentina,1972,0.0,99032083.76,99032083.76
Argentina,1973,0.0,55018821.46,55018821.46
Argentina,1974,4298.93,98570158.26,98574457.19
Argentina,1975,389674.29,117291961.19,117681635.48
Argentina,1976,3643.02,125611573.94,125615216.96
Argentina,1977,380529.31,2449657.4,2830186.71
Argentina,1979,200295.44,0.0,200295.44
Argentina,1982,138383.92,0.0,138383.92
Argentina,1983,99443.9,0.0,99443.9
Argentina,1984,270962.25,0.0,270962.25
Argentina,1986,10096.97,0.0,10096.97
Argentina,1987,4740147.52,0.0,4740147.52
Argentina,1988,688764.89,63136.78,751901.67
Argentina,1989,1704552.32,268462.39,1973014.72
Argentina,1990,2748529.5,260751.1,3009280.6
Argentina,1991,3809920.77,6885306.12,10695226.89
Argentina,1992,4132445.47,11165790.79,15298236.26
Argentina,1993,7380763.84,26216879.94,33597643.78
Argentina,1994,5703126.55,1991938.56,7695065.11
Argentina,1995,1151854.5,8914222.94,10066077.44
Argentina,1996,569748.19,25595883.71,26165631.9
Argentina,1997,1247743.17,3363098.72,4610841.89
Argentina,1998,4090429.22,8422221.2,12512650.42
Argentina,1999,870678.47,12276013.24,13146691.71
Argentina,2000,1499507.04,8417429.15,9916936.19
Argentina,2001,2932279.0,2970668.09,5902947.08
Argentina,2002,487901.28,3867892.01,4355793.29
Argentina,2003,892616.53,6292858.6,7185475.13
Argentina,2004,2482216.11,1747132.18,4229348.29
Argentina,2005,1197342.18,1670900.64,2868242.82
Argentina,2006,2561038.64,1592818.68,4153857.32
Argentina,2007,9625724.11,1667426.41,11293150.51
Argentina,2008,3499123.92,1584766.62,5083890.54
Argentina,2009,3267962.07,1600845.7,4868807.77
Argentina,2010,6734875.2,1733300.56,8468175.76
Argentina,2011,20066800.4,791826.57,20858626.97
Argentina,2012,6185867.12,1094901.56,7280768.68
Argentina,2013,1949324.75,546619.21,2495943.95
Argentina,2014,2328958.07,378116.96,2707075.03
Argentina,2015,1633978.34,359872.0,1993850.34
Argentina,2016,2188590.49,409104.7,2597695.19
Argentina,2017,4950634.45,554410.8,5505045.24
Argentina,2018,4329797.06,951422.41,5281219.47
Argentina,2019,13341057.67,4229633.53,17570691.2
Bolivia,1946,4304689.0,0.0,4304689.0
Bolivia,1947,3881276.96,0.0,3881276.96
Bolivia,1948,3544838.46,0.0,3544838.46
Bolivia,1949,3428658.54,0.0,3428658.54
Bolivia,1950,4345440.49,0.0,4345440.49
Bolivia,1951,4125458.55,0.0,4125458.55
Bolivia,1952,11904263.75,0.0,11904263.75
Bolivia,1953,10124515.24,0.0,10124515.24
Bolivia,1954,121619986.31,0.0,121619986.31
Bolivia,1955,206278532.61,0.0,206278532.61
Bolivia,1956,209279867.55,0.0,209279867.55
Bolivia,1957,196050957.85,0.0,196050957.85
Bolivia,1958,156175077.5,599600.74,156774678.24
Bolivia,1959,170955677.66,2334334.55,173290012.21
Bolivia,1960,101559301.63,2186910.3,103746211.92
Bolivia,1961,205140938.8,11707065.95,216848004.75
Bolivia,1962,242119764.71,15850244.71,257970009.41
Bolivia,1963,411917441.86,32443402.33,444360844.19
Bolivia,1964,498387600.46,18399024.11,516786624.57
Bolivia,1965,119314221.22,15847213.32,135161434.54
Bolivia,1966,231760798.9,17776135.91,249536934.81
Bolivia,1967,115776514.75,22431699.73,138208214.48
Bolivia,1968,108381139.9,14252702.59,122633842.49
Bolivia,1969,119821727.45,10867046.58,130688774.03
Bolivia,1970,42317968.02,7871142.05,50189110.07
Bolivia,1971,58898030.44,12625321.4,71523351.84
Bolivia,1972,288363780.34,28936823.08,317300603.42
Bolivia,1973,125723095.82,22072923.01,147796018.84
Bolivia,1974,202483886.09,34000234.71,236484120.8
Bolivia,1975,100535966.74,28118896.74,128654863.48
Bolivia,1976,118060726.03,85719139.94,203779865.97
Bolivia,1977,154753114.2,9023980.66,163777094.86
Bolivia,1978,169240681.57,2428728.56,171669410.13
Bolivia,1979,150448387.11,18869008.91,169317396.02
Bolivia,1980,81515212.72,555391.47,82070604.19
Bolivia,1981,31429104.19,0.0,31429104.19
Bolivia,1982,45466037.33,0.0,45466037.33
Bolivia,1983,139232507.37,0.0,139232507.37
Bolivia,1984,166488165.05,266695.12,166754860.18
Bolivia,1985,104492620.89,6914421.52,111407042.41
Bolivia,1986,150709324.12,282715.03,150992039.15
Bolivia,1987,154056769.58,363411.31,154420180.89
Bolivia,1988,175371019.39,719376.66,176090396.05
Bolivia,1989,147703963.7,1425057.23,149129020.93
Bolivia,1990,193605034.07,82931267.82,276536301.89
Bolivia,1991,265880728.94,61464202.86,327344931.8
Bolivia,1992,284968961.13,46524685.29,331493646.42
Bolivia,1993,217688149.33,37468707.03,255156856.36
Bolivia,1994,144624710.49,12207600.11,156832310.6
Bolivia,1995,102420477.7,5628432.12,108048909.83
Bolivia,1996,133198834.14,846943.74,134045777.88
Bolivia,1997,199947633.06,7122114.58,207069747.65
Bolivia,1998,164104401.03,14511304.27,178615705.29
Bolivia,1999,198198334.23,7233202.66,205431536.89
Bolivia,2000,335471421.15,12152586.2,347624007.35
Bolivia,2001,275629815.13,9495151.05,285124966.18
Bolivia,2002,264653905.87,8560657.05,273214562.92
Bolivia,2003,298829658.96,9730649.15,308560308.12
Bolivia,2004,176601967.91,12333636.32,188935604.23
Bolivia,2005,163099948.74,7230677.37,170330626.12
Bolivia,2006,225284421.92,4928486.05,230212907.97
Bolivia,2007,168050738.71,2429330.74,170480069.45
Bolivia,2008,155982997.98,1895996.18,157878994.17
Bolivia,2009,97118597.11,732050.94,97850648.05
Bolivia,2010,106162204.61,1012163.38,107174367.98
Bolivia,2011,99462779.32,320855.92,99783635.24
Bolivia,2012,45563839.86,257533.4,45821373.26
Bolivia,2013,3093198.31,197209.17,3290407.48
Bolivia,2014,7973981.21,0.0,7973981.21
Bolivia,2015,60032067.02,0.0,60032067.02
Bolivia,2016,1582421.76,0.0,1582421.76
Bolivia,2017,2404971.19,0.0,2404971.19
Bolivia,2018,1897079.3,0.0,1897079.3
Bolivia,2019,3174727.59,0.0,3174727.59
Brazil,1946,185101626.79,0.0,185101626.79
Brazil,1947,12614150.13,0.0,12614150.13
Brazil,1948,12406934.59,0.0,12406934.59
Brazil,1949,6857317.07,0.0,6857317.07
Brazil,1950,6952704.79,0.0,6952704.79
Brazil,1951,9901100.51,0.0,9901100.51
Brazil,1952,20620310.3,213340902.68,233961212.98
Brazil,1953,141743213.3,499216481.99,640959695.29
Brazil,1954,20013415.47,88520876.11,108534291.58
Brazil,1955,44311684.78,58827581.52,103139266.3
Brazil,1956,295672980.13,63260611.92,358933592.05
Brazil,1957,871098212.01,187462058.75,1058560270.75
Brazil,1958,63446125.23,47647342.84,111093468.07
Brazil,1959,81708575.09,150145771.67,231854346.76
Brazil,1960,90733080.07,225333007.83,316066087.9
Brazil,1961,616091027.93,178813404.63,794904432.56
Brazil,1962,1360104470.59,260477205.88,1620581676.47
Brazil,1963,923871976.74,53817340.7,977689317.44
Brazil,1964,2174958323.77,225307347.88,2400265671.64
Brazil,1965,1718632505.64,85544488.71,1804176994.36
Brazil,1966,2044162430.94,210088949.17,2254251380.11
Brazil,1967,1447206434.32,201999868.1,1649206302.41
Brazil,1968,1635622901.55,211255818.65,1846878720.21
Brazil,1969,162732629.34,4201924.68,166934554.01
Brazil,1970,814620884.29,4110132.64,818731016.93
Brazil,1971,592000716.2,60337760.07,652338476.28
Brazil,1972,100925641.03,98633187.18,199558828.21
Brazil,1973,247761998.36,80200282.56,327962280.92
Brazil,1974,73941590.21,198632045.11,272573635.32
Brazil,1975,57286017.33,253970218.3,311256235.62
Brazil,1976,21652105.38,160814067.62,182466173.0
Brazil,1977,14256258.61,156288.82,14412547.43
Brazil,1978,6503135.58,0.0,6503135.58
Brazil,1979,6038318.49,0.0,6038318.49
Brazil,1980,6317916.65,0.0,6317916.65
Brazil,1981,2592574.25,0.0,2592574.25
Brazil,1982,1612172.68,0.0,1612172.68
Brazil,1983,724835.53,0.0,724835.53
Brazil,1984,64006.83,0.0,64006.83
Brazil,1985,1548467.05,0.0,1548467.05
Brazil,1986,1399439.4,0.0,1399439.4
Brazil,1987,10647556.38,0.0,10647556.38
Brazil,1988,5370452.88,82269.14,5452722.01
Brazil,1989,4060034.01,228009.16,4288043.17
Brazil,1990,6162456.78,172060.25,6334517.04
Brazil,1991,8186320.68,123318.92,8309639.6
Brazil,1992,5904183.42,245640.71,6149824.13
Brazil,1993,16235057.36,408173.64,16643231.0
Brazil,1994,13811430.23,153398.12,13964828.36
Brazil,1995,14448638.01,156455.2,14605093.21
Brazil,1996,7800766.48,307141.88,8107908.36
Brazil,1997,11427070.71,4692749.23,16119819.94
Brazil,1998,29774637.47,14265400.48,44040037.94
Brazil,1999,27806502.34,2235074.45,30041576.79
Brazil,2000,28988211.53,1091438.72,30079650.25
Brazil,2001,28122007.11,27304985.16,55426992.27
Brazil,2002,33102294.92,1792539.2,34894834.12
Brazil,2003,54038386.7,1745444.55,55783831.25
Brazil,2004,33168653.29,889521.64,34058174.92
Brazil,2005,58245896.58,837385.73,59083282.31
Brazil,2006,46656757.19,1208991.88,47865749.07
Brazil,2007,23920432.3,926212.77,24846645.07
Brazil,2008,41782978.85,2588809.88,44371788.74
Brazil,2009,49409635.85,1130494.13,50540129.98
Brazil,2010,36101606.42,1698237.16,37799843.58
Brazil,2011,48857277.41,3956554.34,52813831.74
Brazil,2012,26447311.91,1682258.78,28129570.69
Brazil,2013,27697728.88,1608118.81,29305847.69
Brazil,2014,20997853.39,3164301.75,24162155.14
Brazil,2015,16695134.12,834057.98,17529192.1
Brazil,2016,13974247.46,6522364.4,20496611.87
Brazil,2017,27792009.06,5146456.88,32938465.94
Brazil,2018,25006004.22,7560631.57,32566635.78
Brazil,2019,69159842.21,958593.4,70118435.61
Chile,1946,15066411.48,0.0,15066411.48
Chile,1947,16495427.09,0.0,16495427.09
Chile,1948,7975886.52,0.0,7975886.52
Chile,1949,3428658.54,0.0,3428658.54
Chile,1950,2607264.3,0.0,2607264.3
Chile,1951,3300366.84,0.0,3300366.84
Chile,1952,8723977.43,53136953.46,61860930.89
Chile,1953,10124515.24,63862326.87,73986842.11
Chile,1954,10776454.48,5365134.84,16141589.32
Chile,1955,47367663.04,39681877.72,87049540.76
Chile,1956,208535099.34,28293744.37,236828843.71
Chile,1957,31597956.58,45106083.01,76704039.59
Chile,1958,193824426.53,68417233.73,262241660.26
Chile,1959,106418192.92,35495616.61,141913809.52
Chile,1960,185514990.97,53088432.27,238603423.24
Chile,1961,392240166.37,115787693.4,508027859.77
Chile,1962,1094831176.47,105547017.65,1200378194.12
Chile,1963,449840000.0,164910820.93,614750820.93
Chile,1964,721758208.96,60955644.09,782713853.04
Chile,1965,795851241.53,66333629.8,862184871.33
Chile,1966,691535801.1,64294811.05,755830612.15
Chile,1967,155574691.69,26158256.3,181732947.99
Chile,1968,483059402.07,45986234.2,529045636.27
Chile,1969,287007059.46,65402901.88,352409961.35
Chile,1970,139120319.85,4506863.59,143627183.44
Chile,1971,43292569.38,28643572.07,71936141.45
Chile,1972,35564273.5,58916544.44,94480817.95
Chile,1973,17499918.1,69037176.9,86537095.0
Chile,1974,42129510.7,69242860.09,111372370.8
Chile,1975,372142843.38,2431567.57,374574410.95
Chile,1976,303291720.28,0.0,303291720.28
Chile,1977,112966239.88,0.0,112966239.88
Chile,1978,22294645.91,0.0,22294645.91
Chile,1979,39593696.18,0.0,39593696.18
Chile,1980,27569090.82,0.0,27569090.82
Chile,1981,29690032.02,0.0,29690032.02
Chile,1982,15591255.13,0.0,15591255.13
Chile,1983,6236237.37,0.0,6236237.37
Chile,1984,3597183.84,0.0,3597183.84
Chile,1985,2582843.03,0.0,2582843.03
Chile,1986,2296049.92,0.0,2296049.92
Chile,1987,2160717.25,0.0,2160717.25
Chile,1988,2655571.28,0.0,2655571.28
Chile,1989,9774973.19,0.0,9774973.19
Chile,1990,4549840.69,0.0,4549840.69
Chile,1991,27697428.45,5674382.88,33371811.33
Chile,1992,9747090.34,6298094.21,16045184.55
Chile,1993,16320414.63,434296.75,16754711.38
Chile,1994,10175408.92,154996.02,10330404.94
Chile,1995,10002181.14,795424.51,10797605.65
Chile,1996,3410810.6,857736.7,4268547.3
Chile,1997,2301106.94,765023.75,3066130.69
Chile,1998,1436736.86,32831893.71,34268630.57
Chile,1999,1522218.13,1372827.16,2895045.29
Chile,2000,987016.72,1280313.85,2267330.57
Chile,2001,1381548.0,3486391.0,4867939.0
Chile,2002,509051.05,1860469.92,2369520.97
Chile,2003,1075290.51,3324785.96,4400076.47
Chile,2004,2157543.37,2173943.01,4331486.38
Chile,2005,2657141.04,1967662.92,4624803.96
Chile,2006,1230038.89,1725345.19,2955384.08
Chile,2007,1289609.62,1584663.64,2874273.26
Chile,2008,3127633.51,833522.85,3961156.36
Chile,2009,6586968.84,23177958.85,29764927.69
Chile,2010,30412630.7,2665986.91,33078617.6
Chile,2011,2175509.47,3048139.49,5223648.96
Chile,2012,3622350.46,1059431.68,4681782.14
Chile,2013,7691613.9,851424.01,8543037.91
Chile,2014,3430891.9,1375977.3,4806869.2
Chile,2015,1434946.09,2218565.9,3653511.99
Chile,2016,2046340.12,528821.04,2575161.16
Chile,2017,970842.43,546470.48,1517312.91
Chile,2018,770248.89,369790.74,1140039.63
Chile,2019,1799264.24,504193.67,2303457.91
Colombia,1946,5380861.24,0.0,5380861.24
Colombia,1947,10673511.65,0.0,10673511.65
Colombia,1948,1772419.23,0.0,1772419.23
Colombia,1949,1714329.27,0.0,1714329.27
Colombia,1950,2607264.3,0.0,2607264.3
Colombia,1951,2475275.13,0.0,2475275.13
Colombia,1952,5551622.0,27766040.9,33317662.91
Colombia,1953,7788088.64,49064958.45,56853047.09
Colombia,1954,10776454.48,13093392.2,23869846.68
Colombia,1955,34379755.43,35900104.62,70279860.05
Colombia,1956,84158807.95,24569903.31,108728711.26
Colombia,1957,127109961.69,17989291.19,145099252.87
Colombia,1958,94820582.77,48937181.65,143757764.41
Colombia,1959,42567277.17,12001225.89,54568503.05
Colombia,1960,75830945.21,34936399.76,110767344.97
Colombia,1961,264611764.71,118306850.86,382918615.57
Colombia,1962,513346823.53,56792300.0,570139123.53
Colombia,1963,795066046.51,43539019.77,838605066.28
Colombia,1964,682377841.56,58715482.2,741093323.77
Colombia,1965,172624830.7,65724365.69,238349196.39
Colombia,1966,631267182.32,83723674.03,714990856.35
Colombia,1967,707322144.77,57224954.42,764547099.2
Colombia,1968,582694300.52,28406347.15,611100647.67
Colombia,1969,618034016.85,22291377.6,640325394.45
Colombia,1970,693485700.85,39043615.24,732529316.09
Colombia,1971,491823724.26,33602081.47,525425805.73
Colombia,1972,557494017.09,41518886.32,599012903.42
Colombia,1973,444866339.07,48318194.92,493184533.99
Colombia,1974,229992737.0,2355813.46,232348550.46
Colombia,1975,111057172.56,2587437.28,113644609.84
Colombia,1976,150875392.53,76829004.79,227704397.31
Colombia,1977,30751524.47,2368115.41,33119639.88
Colombia,1978,23189105.58,165911127.09,189100232.66
Colombia,1979,25964769.51,38159227.34,64123996.86
Colombia,1980,62737562.52,698980.49,63436543.0
Colombia,1981,14228323.76,606825.18,14835148.94
Colombia,1982,6999920.02,23862000.82,30861920.84
Colombia,1983,8695816.47,1319289.05,10015105.52
Colombia,1984,17493066.59,53874548.66,71367615.25
Colombia,1985,23293073.62,1587694.88,24880768.5
Colombia,1986,23305815.41,2017373.68,25323189.08
Colombia,1987,23684937.13,2699909.03,26384846.15
Colombia,1988,19689109.56,8056635.93,27745745.49
Colombia,1989,20346139.63,111154463.7,131500603.34
Colombia,1990,37421937.72,161333980.76,198755918.48
Colombia,1991,35923485.23,93494578.43,129418063.66
Colombia,1992,40641005.35,97474245.47,138115250.82
Colombia,1993,83062844.98,49991474.16,133054319.13
Colombia,1994,34822972.15,13741915.32,48564887.47
Colombia,1995,27372236.75,17229801.34,44602038.09
Colombia,1996,26109824.23,6043016.52,32152840.75
Colombia,1997,53373820.8,104817231.68,158191052.48
Colombia,1998,70503159.11,102255737.87,172758896.99
Colombia,1999,317070055.07,161898699.07,478968754.14
Colombia,2000,1495244230.53,189680901.22,1684925131.75
Colombia,2001,98146985.27,273523221.69,371670206.97
Colombia,2002,573905441.26,166808734.96,740714176.22
Colombia,2003,666727775.7,267555001.96,934282777.66
Colombia,2004,460348111.58,375751171.17,836099282.75
Colombia,2005,570915649.07,331455076.64,902370725.71
Colombia,2006,1235753238.64,292535737.96,1528288976.6
Colombia,2007,196847042.01,264111835.33,460958877.35
Colombia,2008,645747179.12,207305122.26,853052301.37
Colombia,2009,799802290.34,218254934.32,1018057224.67
Colombia,2010,711400159.81,217210727.92,928610887.73
Colombia,2011,269620268.15,184571435.27,454191703.42
Colombia,2012,670148768.78,113939919.62,784088688.4
Colombia,2013,177991840.12,101398908.58,279390748.7
Colombia,2014,527377027.63,82872614.74,610249642.37
Colombia,2015,815510055.42,83705641.34,899215696.76
Colombia,2016,238604623.38,107586652.33,346191275.71
Colombia,2017,422578075.03,129387684.49,551965759.51
Colombia,2018,438534066.31,87677609.35,526211675.66
Colombia,2019,716049923.5,84697566.57,800747490.07
Costa Rica,1946,21523444.98,0.0,21523444.98
Costa Rica,1947,3881276.96,0.0,3881276.96
Costa Rica,1948,1781281.32,0.0,1781281.32
Costa Rica,1949,857164.63,0.0,857164.63
Costa Rica,1950,3476352.4,0.0,3476352.4
Costa Rica,1951,5775641.97,0.0,5775641.97
Costa Rica,1952,17447954.87,0.0,17447954.87
Costa Rica,1953,19470221.61,0.0,19470221.61
Costa Rica,1954,14625188.23,0.0,14625188.23
Costa Rica,1955,15279891.3,0.0,15279891.3
Costa Rica,1956,83414039.74,0.0,83414039.74
Costa Rica,1957,79713026.82,0.0,79713026.82
Costa Rica,1958,18824674.52,0.0,18824674.52
Costa Rica,1959,21970207.57,0.0,21970207.57
Costa Rica,1960,50779650.81,40623.72,50820274.53
Costa Rica,1961,67489364.23,414291.15,67903655.38
Costa Rica,1962,39030235.29,4108097.65,43138332.94
Costa Rica,1963,94152558.14,2124970.93,96277529.07
Costa Rica,1964,105875086.11,2795360.51,108670446.61
Costa Rica,1965,93293566.59,1370844.24,94664410.84
Costa Rica,1966,29202320.44,1373130.39,30575450.83
Costa Rica,1967,90450402.14,126630.56,90577032.71
Costa Rica,1968,67009844.56,0.0,67009844.56
Costa Rica,1969,103097621.41,0.0,103097621.41
Costa Rica,1970,109497742.24,0.0,109497742.24
Costa Rica,1971,39768755.6,503401.97,40272157.56
Costa Rica,1972,18262735.04,0.0,18262735.04
Costa Rica,1973,11973628.17,0.0,11973628.17
Costa Rica,1974,45577252.29,0.0,45577252.29
Costa Rica,1975,14417948.72,0.0,14417948.72
Costa Rica,1976,36366328.31,0.0,36366328.31
Costa Rica,1977,39259072.51,16987915.41,56246987.92
Costa Rica,1978,28578145.49,0.0,28578145.49
Costa Rica,1979,52689483.5,0.0,52689483.5
Costa Rica,1980,43114633.58,0.0,43114633.58
Costa Rica,1981,37591093.22,76469.84,37667563.06
Costa Rica,1982,119418404.84,106094.34,119524499.18
Costa Rica,1983,473107662.41,271813.32,473379475.73
Costa Rica,1984,362353331.44,285897.17,362639228.61
Costa Rica,1985,454324360.57,23183648.61,477508009.18
Costa Rica,1986,328607756.51,430130.72,329037887.23
Costa Rica,1987,357956190.38,408837.72,358365028.1
Costa Rica,1988,230673100.03,420911.87,231094011.91
Costa Rica,1989,224870352.84,380628.19,225250981.03
Costa Rica,1990,169413717.35,386692.11,169800409.46
Costa Rica,1991,77334662.2,539520.26,77874182.46
Costa Rica,1992,45118684.64,344231.2,45462915.84
Costa Rica,1993,45434786.96,367356.27,45802143.23
Costa Rica,1994,19474690.85,161387.61,19636078.46
Costa Rica,1995,9922701.89,175667.9,10098369.79
Costa Rica,1996,3342932.24,301209.44,3644141.68
Costa Rica,1997,402882.33,502471.22,905353.55
Costa Rica,1998,1545468.06,672137.03,2217605.09
Costa Rica,1999,2963433.56,1113349.59,4076783.15
Costa Rica,2000,1864817.49,1634995.38,3499812.87
Costa Rica,2001,2667420.54,2459358.22,5126778.76
Costa Rica,2002,2859419.59,1817493.34,4676912.93
Costa Rica,2003,3706158.52,2058589.83,5764748.36
Costa Rica,2004,4852462.59,1170073.3,6022535.89
Costa Rica,2005,5696462.66,957380.91,6653843.57
Costa Rica,2006,5960193.17,778905.84,6739099.01
Costa Rica,2007,7820103.05,1092955.41,8913058.46
Costa Rica,2008,7489725.97,3128989.93,10618715.89
Costa Rica,2009,7181454.29,3482251.99,10663706.29
Costa Rica,2010,10490945.75,2681181.04,13172126.79
Costa Rica,2011,8337454.39,3961424.7,12298879.09
Costa Rica,2012,8732471.79,5111025.85,13843497.64
Costa Rica,2013,7715239.83,4069515.94,11784755.77
Costa Rica,2014,11285476.17,2208427.29,13493903.46
Costa Rica,2015,11368434.51,4484066.17,15852500.68
Costa Rica,2016,13726496.82,11484350.71,25210847.53
Costa Rica,2017,10359324.91,8633750.62,18993075.53
