country_name,ccode,country_text_id,e_regionpol_6C,year,e_gdppc,e_polity2,e_pt_coup,e_pt_coup_attempts,v2regendtype,v2csreprss,v2caviol,v2x_regime,v2x_clphy,v2cagenmob,v2x_polyarchy,v2stcritapparm,v2x_ex_confidence,v2x_ex_direlect,v2x_ex_military,v2x_ex_party
Guatemala,90,GTM,2,1995,11.711,3,0,0,13,0.326,2.802,1,0.232,-0.871,0.414,-0.83,0.333,0,0.4,0
Guatemala,90,GTM,2,1996,11.872,8,0,0,13,1.079,2.802,1,0.232,-0.871,0.452,-0.83,0.333,1,0.4,0
Guatemala,90,GTM,2,1997,12.077,8,0,0,13,1.464,0.101,1,0.353,-1.476,0.491,0.057,0.333,1,0.3,0
Guatemala,90,GTM,2,1998,12.329,8,0,0,13,1.464,0.101,1,0.353,-1.476,0.491,0.057,0.333,1,0.3,0
Guatemala,90,GTM,2,1999,12.523,8,0,0,13,1.464,0.101,1,0.331,-1.476,0.493,0.057,0.333,1,0.3,0
Guatemala,90,GTM,2,2000,12.693,8,0,0,13,1.464,0.101,2,0.578,-1.476,0.546,0.057,0.333,1,0.3,0
Guatemala,90,GTM,2,2001,12.798,8,0,0,13,1.464,0.101,2,0.578,-1.476,0.546,0.057,0.333,1,0.3,0
Guatemala,90,GTM,2,2002,12.95,8,0,0,13,1.464,0.101,2,0.578,-1.476,0.546,0.057,0.333,1,0.3,0
Guatemala,90,GTM,2,2003,13.059,8,0,0,13,1.464,0.101,2,0.578,-1.476,0.548,0.057,0.333,1,0.3,0
Guatemala,90,GTM,2,2004,13.194,8,0,0,13,1.464,0.101,2,0.619,-1.476,0.562,0.057,0.333,1,0.3,0
Guatemala,90,GTM,2,2005,13.407,8,0,0,13,1.464,0.101,2,0.619,-1.476,0.562,0.057,0.333,1,0.318,0
Guatemala,90,GTM,2,2006,13.719,8,0,0,13,1.464,0.101,2,0.619,-1.476,0.562,0.057,0.333,1,0.318,0
Guatemala,90,GTM,2,2007,14.077,8,0,0,13,1.464,0.101,2,0.619,-1.476,0.568,0.057,0.333,1,0.318,0
Guatemala,90,GTM,2,2008,14.345,8,0,0,13,1.464,0.101,2,0.623,-1.476,0.588,0.057,0.333,1,0.318,0
Guatemala,90,GTM,2,2009,14.457,8,0,0,13,1.464,0.101,2,0.623,-0.206,0.588,0.057,0.333,1,0.318,0
Guatemala,90,GTM,2,2010,14.598,8,0,0,13,1.464,0.101,2,0.623,-0.888,0.583,0.057,0.333,1,0.318,0
Guatemala,90,GTM,2,2011,14.801,8,0,0,13,1.464,0.101,2,0.623,-0.888,0.583,0.057,0.333,1,0.318,0
Guatemala,90,GTM,2,2012,15.012,8,0,0,13,1.464,0.101,2,0.623,-0.818,0.578,0.057,0.333,1,0.318,0
Guatemala,90,GTM,2,2013,15.199,8,0,0,13,1.464,0.101,2,0.623,-0.818,0.573,0.057,0,1,0.25,0
Guatemala,90,GTM,2,2014,15.407,8,0,0,13,1.464,0.101,2,0.623,-0.891,0.58,0.057,0,1,0.25,0
Guatemala,90,GTM,2,2015,15.46,8,0,0,13,1.464,0.101,2,0.623,2.455,0.595,0.057,0,1,0.25,0
Guatemala,90,GTM,2,2016,15.593,8,0,0,13,1.464,0.101,2,0.632,0.097,0.626,-0.855,0,1,0.25,0
Guatemala,90,GTM,2,2017,15.784,8,0,0,13,1.578,0.035,2,0.646,-0.697,0.629,-0.855,0,1,0.167,0
Guatemala,90,GTM,2,2018,15.877,8,0,0,13,1.257,0.035,2,0.669,-0.548,0.599,-0.855,0,1,0.278,0
Guatemala,90,GTM,2,2019,15.925,NA,0,0,13,0.923,0.035,2,0.696,-0.321,0.604,-0.461,0,1,0.188,0
Guatemala,90,GTM,2,2020,NA,NA,0,0,13,0.53,0.067,2,0.705,0.622,0.587,-0.461,0,1,0.188,0
Guatemala,90,GTM,2,2021,NA,NA,0,0,13,0.445,0.482,2,0.705,-0.259,0.549,-0.461,0,1,0.143,0
Guatemala,90,GTM,2,2022,NA,NA,0,0,13,0.255,0.539,2,0.705,-0.125,0.507,-0.461,0,1,0.214,0
Guatemala,90,GTM,2,2023,NA,NA,0,0,13,0.255,0.497,2,0.718,3.471,0.505,-0.461,0,1,0,0
Guatemala,90,GTM,2,2024,NA,NA,0,0,NA,0.915,0.439,2,0.699,-0.253,0.597,-0.461,0.333,1,0.167,0
Panama,95,PAN,2,1990,16.937,8,0,0,9,1.107,-1.54,1,0.878,-0.293,0.475,-1.277,1,1,0.167,0
Panama,95,PAN,2,1991,17.972,8,0,0,9,1.107,-1.54,2,0.878,-0.21,0.68,-1.277,1,1,0.167,0
Panama,95,PAN,2,1992,18.955,8,0,0,9,1.107,-1.54,2,0.878,-0.21,0.696,-1.277,1,1,0.167,0
Panama,95,PAN,2,1993,19.683,8,0,0,9,1.107,-1.54,2,0.878,-0.21,0.701,-1.277,1,1,0.167,0
Panama,95,PAN,2,1994,20.062,9,0,0,13,1.107,-1.54,2,0.934,-0.21,0.708,-0.74,1,1,0.167,0
Panama,95,PAN,2,1995,20.282,9,0,0,13,1.107,-1.54,2,0.934,-0.21,0.711,-0.74,1,1,0.167,0
Panama,95,PAN,2,1996,20.786,9,0,0,13,1.107,-1.54,2,0.934,-0.21,0.711,-0.74,1,1,0.167,0
Panama,95,PAN,2,1997,21.566,9,0,0,13,1.107,-1.54,2,0.934,-0.21,0.711,-0.74,1,1,0.167,0
Panama,95,PAN,2,1998,22.463,9,0,0,13,1.107,-1.54,2,0.934,-0.21,0.7,-0.74,1,1,0.167,0
Panama,95,PAN,2,1999,23.018,9,0,0,13,1.107,-1.54,2,0.934,-0.21,0.698,-0.74,1,1,0.167,0
Panama,95,PAN,2,2000,23.363,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.727,-0.74,1,1,0.167,0
Panama,95,PAN,2,2001,23.594,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.733,-0.74,1,1,0.167,0
Panama,95,PAN,2,2002,24.042,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.733,-0.74,1,1,0.167,0
Panama,95,PAN,2,2003,24.875,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.733,-0.74,1,1,0.167,0
Panama,95,PAN,2,2004,25.973,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.736,-0.74,1,1,0.167,0
Panama,95,PAN,2,2005,27.657,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.738,-0.74,1,1,0.071,0.071
Panama,95,PAN,2,2006,29.436,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.738,-0.74,1,1,0.071,0.071
Panama,95,PAN,2,2007,31.251,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.738,-0.74,1,1,0.071,0.071
Panama,95,PAN,2,2008,33.117,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.738,-0.74,1,1,0.071,0.071
Panama,95,PAN,2,2009,34.493,9,0,0,13,1.431,-1.54,2,0.934,-0.21,0.742,-0.74,1,1,0.071,0.071
Panama,95,PAN,2,2010,36.247,9,0,0,13,1.191,-1.54,2,0.934,-0.21,0.744,-0.74,1,1,0.071,0.071
Panama,95,PAN,2,2011,38.933,9,0,0,13,1.191,-1.54,2,0.934,-0.21,0.744,-0.74,1,1,0.071,0.071
Panama,95,PAN,2,2012,41.722,9,0,0,13,1.191,-1.54,2,0.934,-0.21,0.744,-0.74,1,1,0.071,0.071
Panama,95,PAN,2,2013,44.263,9,0,0,13,1.451,-1.54,2,0.946,-0.21,0.748,-0.74,0.667,1,0,0.083
Panama,95,PAN,2,2014,45.948,9,0,0,13,1.451,-1.54,2,0.946,-0.21,0.74,-0.74,0.667,1,0,0.083
Panama,95,PAN,2,2015,47.473,9,0,0,13,1.879,-1.54,2,0.946,-0.21,0.756,-0.74,0.667,1,0,0.083
Panama,95,PAN,2,2016,49.133,9,0,0,13,1.879,-1.54,2,0.946,-0.21,0.756,-0.74,0.667,1,0,0.083
Panama,95,PAN,2,2017,51.397,9,0,0,13,1.879,-1.54,2,0.946,-0.21,0.736,-0.74,0.667,1,0,0.083
Panama,95,PAN,2,2018,52.8,9,0,0,13,1.623,-1.54,2,0.931,-0.21,0.728,-0.74,0.667,1,0,0.1
Panama,95,PAN,2,2019,53.534,NA,0,0,13,1.666,-1.54,2,0.913,-0.21,0.731,-1.256,0.667,1,0.1,0.2
Panama,95,PAN,2,2020,NA,NA,0,0,13,1.666,-1.614,2,0.913,-0.729,0.73,-1.256,0.667,1,0,0.1
Panama,95,PAN,2,2021,NA,NA,0,0,13,1.666,-1.614,2,0.924,-1.792,0.738,-0.751,0.667,1,0,0.1
Panama,95,PAN,2,2022,NA,NA,0,0,13,1.666,-1.614,2,0.937,0.962,0.727,-0.582,0.667,1,0.1,0.1
Panama,95,PAN,2,2023,NA,NA,0,0,13,2.184,-0.833,2,0.937,2.57,0.725,-0.159,0.667,1,0,0.1
Panama,95,PAN,2,2024,NA,NA,0,0,NA,2.184,-0.995,2,0.937,1.1,0.726,-0.017,0.667,1,0,0.1
Uruguay,165,URY,2,1990,25.067,10,0,0,13,0.603,-1.906,3,0.964,0.141,0.841,1.217,0,1,0,0
Uruguay,165,URY,2,1991,25.854,10,0,0,13,0.603,-1.906,3,0.964,0.141,0.841,1.217,0,1,0,0
Uruguay,165,URY,2,1992,27.195,10,0,0,13,0.603,-1.906,3,0.964,0.141,0.841,1.217,0,1,0,0
Uruguay,165,URY,2,1993,28.31,10,0,0,13,0.603,-1.906,3,0.964,0.141,0.841,1.217,0,1,0,0
Uruguay,165,URY,2,1994,29.558,10,0,0,13,0.603,-1.906,3,0.933,0.141,0.842,1.217,0,1,0,0
Uruguay,165,URY,2,1995,30.065,10,0,0,13,3.185,-1.906,3,0.933,0.141,0.87,1.217,0,1,0,0
Uruguay,165,URY,2,1996,31.068,10,0,0,13,3.185,-1.906,3,0.977,0.141,0.87,1.217,0,1,0,0
Uruguay,165,URY,2,1997,32.144,10,0,0,13,3.185,-1.906,3,0.977,0.141,0.87,1.217,0,1,0,0
Uruguay,165,URY,2,1998,32.724,10,0,0,13,3.185,-1.906,3,0.977,0.141,0.877,1.217,0,1,0,0
Uruguay,165,URY,2,1999,32.235,10,0,0,13,3.185,-1.906,3,0.977,0.141,0.876,1.217,0,1,0,0
Uruguay,165,URY,2,2000,31.379,10,0,0,13,3.185,-2.244,3,0.977,0.775,0.874,1.217,0,1,0,0
Uruguay,165,URY,2,2001,30.166,10,0,0,13,3.185,-2.244,3,0.977,0.775,0.874,1.217,0,1,0,0
Uruguay,165,URY,2,2002,28.679,10,0,0,13,3.185,-2.244,3,0.977,1.486,0.874,1.217,0,1,0,0
Uruguay,165,URY,2,2003,28.361,10,0,0,13,3.185,-2.802,3,0.977,1.486,0.874,1.217,0,1,0,0
Uruguay,165,URY,2,2004,29.04,10,0,0,13,3.185,-2.802,3,0.977,0.777,0.875,1.217,0,1,0,0
Uruguay,165,URY,2,2005,30.414,10,0,0,13,3.185,-2.802,3,0.977,0.499,0.889,1.217,0,1,0.056,0.056
Uruguay,165,URY,2,2006,31.927,10,0,0,13,3.185,-2.802,3,0.977,0.499,0.892,1.217,0,1,0.056,0.056
Uruguay,165,URY,2,2007,33.779,10,0,0,13,3.185,-2.802,3,0.977,0.499,0.892,1.217,0,1,0.056,0.056
Uruguay,165,URY,2,2008,35.961,10,0,0,13,3.185,-2.802,3,0.977,0.499,0.892,1.217,0,1,0.056,0.056
Uruguay,165,URY,2,2009,38.017,10,0,0,13,3.185,-2.802,3,0.977,0.499,0.894,1.217,0,1,0.056,0.056
Uruguay,165,URY,2,2010,40.624,10,0,0,13,3.185,-2.802,3,0.977,0.499,0.912,1.217,0,1,0.1,0.05
Uruguay,165,URY,2,2011,42.792,10,0,0,13,3.185,-2.802,3,0.977,0.499,0.912,1.217,0,1,0.1,0.05
Uruguay,165,URY,2,2012,44.515,10,0,0,13,3.185,-2.802,3,0.977,0.499,0.912,1.217,0,1,0.1,0.05
Uruguay,165,URY,2,2013,45.96,10,0,0,13,3.185,-2.802,3,0.946,0.499,0.912,1.217,0,1,0.111,0.056
Uruguay,165,URY,2,2014,46.729,10,0,0,13,3.185,-2.802,3,0.946,0.499,0.911,1.217,0,1,0.111,0.056
Uruguay,165,URY,2,2015,46.283,10,0,0,13,3.185,-2.802,3,0.946,0.499,0.897,1.217,0,1,0.067,0.067
Uruguay,165,URY,2,2016,46.47,10,0,0,13,3.185,-2.802,3,0.946,0.499,0.897,1.217,0,1,0.067,0.067
Uruguay,165,URY,2,2017,47.239,10,0,0,13,2.33,-2.802,3,0.98,0.499,0.889,1.217,0,1,0.071,0.071
Uruguay,165,URY,2,2018,47.698,10,0,0,13,2.33,-2.802,3,0.98,0.499,0.9,1.217,0,1,0.077,0.077
Uruguay,165,URY,2,2019,47.918,NA,0,0,13,2.33,-2.802,3,0.98,0.499,0.898,1.217,0,1,0.091,0.091
Uruguay,165,URY,2,2020,NA,NA,0,0,13,1.446,-3.29,3,0.98,-0.165,0.87,1.09,0,1,0.136,0.045
Uruguay,165,URY,2,2021,NA,NA,0,0,13,2.168,-3.29,3,0.966,-1.116,0.857,1.09,0,1,0.05,0.05
Uruguay,165,URY,2,2022,NA,NA,0,0,13,1.884,-2.805,3,0.966,1.151,0.819,1.09,0,1,0.111,0.056
Uruguay,165,URY,2,2023,NA,NA,0,0,13,1.884,-3.162,3,0.966,0.74,0.834,1.207,0,1,0.125,0
Uruguay,165,URY,2,2024,NA,NA,0,0,NA,1.884,-3.162,3,0.961,-0.371,0.848,1.268,0,1,0.2,0
Dominican Republic,42,DOM,2,1990,11.218,5,0,0,13,0.987,-0.505,1,0.607,1.046,0.453,0.077,0,1,0,0
Dominican Republic,42,DOM,2,1991,11.386,5,0,0,13,1.48,-1.42,1,0.607,1.046,0.424,0.077,0,1,0,0
Dominican Republic,42,DOM,2,1992,11.905,5,0,0,13,1.48,-1.42,1,0.607,1.046,0.424,0.077,0,1,0,0
Dominican Republic,42,DOM,2,1993,12.512,5,0,0,13,1.48,-1.42,1,0.607,0.571,0.424,0.077,0,1,0,0
Dominican Republic,42,DOM,2,1994,12.952,5,0,0,13,1.48,-0.49,1,0.504,0.571,0.424,0.077,0,1,0,0
Dominican Republic,42,DOM,2,1995,13.451,5,0,0,13,1.48,-1.414,1,0.669,0.571,0.441,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,1996,14.115,8,0,0,13,2.048,-0.505,2,0.702,0.571,0.538,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,1997,14.951,8,0,0,13,2.048,-1.424,2,0.844,-0.334,0.614,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,1998,15.766,8,0,0,13,2.048,-1.424,2,0.844,-0.334,0.634,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,1999,16.513,8,0,0,13,2.048,-1.424,2,0.844,0.2,0.641,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,2000,17.113,8,0,0,13,2.048,-0.507,2,0.844,0.2,0.657,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,2001,17.538,8,0,0,13,2.048,-1.356,2,0.844,-0.369,0.664,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,2002,17.84,8,0,0,13,2.048,-1.356,2,0.844,-0.369,0.66,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,2003,17.805,8,0,0,13,2.048,-1.356,2,0.844,-0.369,0.658,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,2004,18.23,8,0,0,13,2.048,-1.356,2,0.844,-0.369,0.644,0.077,0,1,0,0
Dominican Republic,42,DOM,2,2005,19.379,8,0,0,13,2.048,-1.356,2,0.844,0.049,0.636,0.077,0,1,0.091,0
Dominican Republic,42,DOM,2,2006,20.691,8,0,0,13,2.121,-1.356,2,0.844,0.049,0.637,0.077,0,1,0.091,0
Dominican Republic,42,DOM,2,2007,21.894,8,0,0,13,2.047,-1.356,2,0.844,0.049,0.635,0.077,0,1,0.091,0
Dominican Republic,42,DOM,2,2008,22.672,8,0,0,13,2.047,-1.356,2,0.844,0.049,0.632,0.077,0,1,0.091,0
Dominican Republic,42,DOM,2,2009,23.352,8,0,0,13,2.047,-1.356,2,0.844,0.049,0.631,0.077,0,1,0.091,0
Dominican Republic,42,DOM,2,2010,24.341,8,0,0,13,2.036,-1.356,2,0.844,0.049,0.614,0.077,0,1,0.091,0
Dominican Republic,42,DOM,2,2011,25.009,8,0,0,13,1.983,-1.356,2,0.844,0.049,0.606,0.077,0,1,0.091,0
Dominican Republic,42,DOM,2,2012,25.603,8,0,0,13,1.983,-1.356,2,0.844,0.713,0.601,0.077,0,1,0.091,0
Dominican Republic,42,DOM,2,2013,26.428,8,0,0,13,1.983,-1.356,2,0.844,0.206,0.598,0.077,0,1,0.111,0
Dominican Republic,42,DOM,2,2014,27.576,8,0,0,13,1.983,-1.356,2,0.844,0.206,0.598,0.077,0,1,0.111,0
Dominican Republic,42,DOM,2,2015,28.702,8,0,0,13,1.633,-1.356,2,0.844,0.206,0.576,0.077,0,1,0.143,0
Dominican Republic,42,DOM,2,2016,29.957,7,0,0,13,1.633,-1.356,2,0.844,0.486,0.553,0.077,0,1,0.125,0
Dominican Republic,42,DOM,2,2017,31.241,7,0,0,13,1.633,-1.356,2,0.844,1.838,0.541,0.077,0,1,0.143,0
Dominican Republic,42,DOM,2,2018,32.298,7,0,0,13,1.633,-1.356,2,0.871,1.025,0.547,0.077,0,1,0.143,0
Dominican Republic,42,DOM,2,2019,32.642,NA,0,0,13,1.633,-1.356,2,0.84,0.62,0.541,0.077,0,1,0.143,0
Dominican Republic,42,DOM,2,2020,NA,NA,0,0,13,2.721,-1.356,2,0.869,0.7,0.643,0.077,0,1,0.214,0
Dominican Republic,42,DOM,2,2021,NA,NA,0,0,13,2.721,-1.282,2,0.874,-1.728,0.687,0.077,0,1,0.214,0
Dominican Republic,42,DOM,2,2022,NA,NA,0,0,13,2.721,-0.457,2,0.874,-1.583,0.683,0.077,0,1,0.167,0
Dominican Republic,42,DOM,2,2023,NA,NA,0,0,13,2.721,-0.513,2,0.874,-1.583,0.683,0.077,0,1,0.1,0
Dominican Republic,42,DOM,2,2024,NA,NA,0,0,NA,2.78,-0.518,2,0.887,-0.148,0.705,0.077,0,1,0.125,0
Jamaica,51,JAM,2,1990,13.902,10,0,0,13,2.482,1.052,2,0.852,-1.791,0.577,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1991,14.37,10,0,0,13,2.482,1.052,2,0.852,-1.791,0.577,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1992,14.756,10,0,0,13,2.482,1.223,2,0.852,-1.791,0.577,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1993,15.222,9,0,0,13,2.482,1.042,2,0.852,-1.791,0.62,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1994,15.471,9,0,0,13,2.482,1.042,2,0.852,-1.791,0.638,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1995,15.619,9,0,0,13,2.482,1.042,2,0.852,-1.791,0.641,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1996,15.603,9,0,0,13,2.482,1.042,2,0.852,-1.791,0.645,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1997,15.446,9,0,0,13,2.482,0.555,2,0.852,-1.791,0.651,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1998,15.342,9,0,0,13,2.482,0.555,2,0.852,-1.303,0.678,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,1999,15.359,9,0,0,13,2.482,0.555,2,0.852,-1.417,0.678,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,2000,15.414,9,0,0,13,2.482,0.248,2,0.852,-1.868,0.683,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,2001,15.503,9,0,0,13,2.482,0.326,2,0.852,-1.868,0.683,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,2002,15.739,9,0,0,13,2.482,-0.044,2,0.852,-1.868,0.706,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,2003,16.065,9,0,0,13,2.482,-0.044,2,0.852,-1.868,0.751,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,2004,16.298,9,0,0,13,2.482,-0.044,2,0.852,-1.868,0.751,1.812,0.333,0,0.1,0.1
Jamaica,51,JAM,2,2005,16.526,9,0,0,13,2.482,-0.044,2,0.852,-1.868,0.756,1.812,0.333,0,0.111,0.167
Jamaica,51,JAM,2,2006,16.813,9,0,0,13,2.482,-0.044,2,0.852,-1.868,0.763,1.812,0.333,0,0.111,0.167
Jamaica,51,JAM,2,2007,16.952,9,0,0,13,2.482,-0.044,2,0.852,-1.868,0.767,1.812,0.333,0,0.111,0.167
Jamaica,51,JAM,2,2008,16.868,9,0,0,13,2.482,-0.044,2,0.852,-1.868,0.776,1.812,0.333,0,0.111,0.167
Jamaica,51,JAM,2,2009,16.643,9,0,0,13,2.482,-0.044,2,0.852,-1.868,0.776,1.812,0.333,0,0.111,0.167
Jamaica,51,JAM,2,2010,16.511,9,0,0,13,2.482,-0.401,2,0.859,-1.868,0.776,1.812,0.333,0,0.111,0.167
Jamaica,51,JAM,2,2011,16.478,9,0,0,13,2.482,-0.463,2,0.859,-1.868,0.773,1.812,0.333,0,0.111,0.167
Jamaica,51,JAM,2,2012,16.363,9,0,0,13,2.482,-0.463,2,0.859,-1.868,0.785,1.812,0.333,0,0.111,0.167
Jamaica,51,JAM,2,2013,16.295,9,0,0,13,2.371,-0.463,2,0.85,-1.868,0.801,1.812,0.333,0,0.083,0.167
Jamaica,51,JAM,2,2014,16.182,9,0,0,13,2.371,-0.463,2,0.85,-1.868,0.801,1.812,0.333,0,0.083,0.167
Jamaica,51,JAM,2,2015,15.977,9,0,0,13,2.371,-0.463,2,0.85,-1.868,0.801,1.812,0.333,0,0.083,0.167
Jamaica,51,JAM,2,2016,16.082,9,0,0,13,2.371,-0.463,2,0.85,-1.868,0.809,1.812,0.333,0,0.083,0.167
Jamaica,51,JAM,2,2017,16.449,9,0,0,13,2.371,-0.463,2,0.858,-1.868,0.815,1.812,0.333,0,0.1,0.3
Jamaica,51,JAM,2,2018,16.651,9,0,0,13,2.371,-0.463,2,0.858,-1.868,0.811,1.812,0.333,0,0.1,0.2
Jamaica,51,JAM,2,2019,16.689,NA,0,0,13,2.371,-0.463,3,0.887,-1.207,0.814,1.812,0.333,0,0.1,0.2
Jamaica,51,JAM,2,2020,NA,NA,0,0,13,2.371,-0.463,2,0.887,-1.109,0.814,1.812,0.333,0,0.125,0.125
Jamaica,51,JAM,2,2021,NA,NA,0,0,13,2.371,-0.463,2,0.858,-1.693,0.806,1.421,0.333,0,0.125,0.25
Jamaica,51,JAM,2,2022,NA,NA,0,0,13,2.371,-0.48,2,0.882,-1.358,0.803,1.843,0.333,0,0.125,0.25
Jamaica,51,JAM,2,2023,NA,NA,0,0,13,2.371,-0.66,2,0.815,-1.679,0.803,1.432,0.333,0,0.125,0.125
Jamaica,51,JAM,2,2024,NA,NA,0,0,NA,2.371,-0.66,3,0.815,-2.357,0.803,1.432,0.333,0,0.125,0.25
Trinidad and Tobago,52,TTO,2,1990,27.842,8,0,0,13,2.121,0.072,2,0.936,-1.629,0.73,1.344,0.333,0,0,0.2
Trinidad and Tobago,52,TTO,2,1991,27.825,8,0,0,13,2.121,-2.192,2,0.936,-1.629,0.746,1.344,0.333,0,0,0.2
Trinidad and Tobago,52,TTO,2,1992,28.44,8,0,0,13,2.121,-2.192,2,0.936,-1.629,0.765,1.344,0.333,0,0,0.2
Trinidad and Tobago,52,TTO,2,1993,28.262,8,0,0,13,2.121,-2.192,2,0.936,-1.629,0.765,1.344,0.333,0,0,0.2
